Number of Drones,Attraction Constant,Repulsion Constant,Mean Final Percentage,Std Final Percentage,Mean Data Length,Std Data Length
15,360,60,69.83,17.46,529.8,165.71
15,360,80,75.9,14.61,477.8,72.47
15,360,100,87.1,13.76,577.0,185.01
15,360,120,80.6,14.91,506.2,65.18
15,360,140,91.37,8.25,526.6,87.36
15,360,160,85.6,11.28,498.93,92.21
15,360,180,91.47,9.77,502.6,71.76
15,360,200,92.7,9.78,447.93,74.52
15,360,220,84.43,12.61,487.73,95.06
15,360,240,89.57,11.26,528.2,119.97
15,360,260,94.23,7.63,459.2,62.8
15,360,280,88.2,10.56,453.4,51.32
15,360,300,89.33,7.55,448.8,50.11
15,360,320,85.6,13.43,459.27,68.76
15,360,340,80.9,19.07,454.33,82.02
15,360,360,75.3,13.31,428.27,62.42
15,360,380,79.87,13.73,450.73,87.44
15,360,400,68.77,20.26,443.13,38.37
15,380,0,34.23,23.11,417.0,51.34
15,380,20,54.6,20.77,439.73,65.92
15,380,40,62.43,17.75,503.07,115.84
15,380,60,69.4,13.83,562.2,116.53
15,380,80,75.0,13.64,518.07,132.97
15,380,100,82.83,14.61,512.93,92.25
15,380,120,83.97,19.47,528.27,130.35
15,380,140,89.27,10.36,490.67,127.6
15,380,160,91.1,9.75,522.27,106.79
15,380,180,96.33,3.24,521.27,90.78
15,380,200,92.9,7.62,526.47,81.69
15,380,220,90.3,13.16,474.33,79.87
15,380,240,90.6,8.61,486.8,94.25
15,380,260,91.7,6.47,449.87,36.11
15,380,280,87.53,15.33,474.13,85.39
15,380,300,90.07,12.71,481.87,84.24
15,380,320,88.63,9.9,513.33,151.79
15,380,340,86.1,11.97,495.67,70.18
15,380,360,83.63,14.05,445.07,91.44
15,380,380,79.5,14.53,458.73,66.66
15,380,400,80.53,17.47,457.27,90.02
15,400,0,21.3,15.3,425.13,49.83
15,400,20,36.23,19.94,460.0,104.26
15,400,40,49.53,22.38,491.53,95.66
15,400,60,67.97,20.94,584.6,116.13
15,400,80,80.23,14.75,527.4,110.67
15,400,100,75.13,16.32,530.93,118.18
15,400,120,84.37,15.3,516.27,107.73
15,400,140,87.67,12.51,581.73,137.53
15,400,160,92.47,6.48,490.93,91.04
15,400,180,90.0,8.97,518.33,78.81
15,400,200,97.0,4.35,481.93,56.14
15,400,220,92.23,9.25,511.73,43.84
15,400,240,94.27,7.1,481.53,57.82
15,400,260,87.57,14.12,478.53,85.89
15,400,280,89.9,9.3,539.4,117.0
15,400,300,92.6,7.36,478.27,66.5
15,400,320,81.77,16.84,464.53,85.72
15,400,340,90.4,18.11,468.13,92.9
15,400,360,85.6,12.49,458.67,58.12
15,400,380,78.93,14.93,495.27,109.35
15,400,400,78.63,15.78,463.67,70.2
20,0,0,9.8,22.76,292.93,25.18
20,0,20,2.37,3.84,287.87,13.48
20,0,40,8.1,10.02,278.47,7.82
20,0,60,12.33,12.14,282.53,11.33
20,0,80,24.77,17.99,277.8,16.98
20,0,100,14.7,13.42,282.93,31.51
20,0,120,21.47,14.42,274.07,6.23
20,0,140,9.67,12.51,274.6,5.64
20,0,160,20.5,21.07,273.27,5.6
20,0,180,13.53,15.27,279.07,7.43
20,0,200,9.77,9.18,277.67,6.72
20,0,220,8.97,11.33,273.0,3.32
20,0,240,12.73,13.04,277.2,4.44
20,0,260,7.9,9.55,279.53,8.23
20,0,280,10.97,12.77,278.4,6.91
20,0,300,6.93,10.94,276.4,5.85
20,0,320,11.6,16.14,278.2,7.57
20,0,340,2.63,3.26,276.93,4.04
20,0,360,6.37,13.25,275.67,4.86
20,0,380,13.87,14.84,280.47,5.95
20,0,400,8.1,13.85,278.73,7.74
20,20,0,8.17,14.15,283.2,8.56
20,20,20,8.73,7.03,291.0,10.8
20,20,40,15.9,12.98,288.07,13.06
20,20,60,28.47,17.75,282.93,10.79
20,20,80,19.2,9.36,283.67,11.67
20,20,100,18.37,13.8,279.4,8.45
20,20,120,20.47,17.57,278.47,7.85
20,20,140,18.6,14.44,280.87,6.31
20,20,160,18.27,16.77,281.8,8.11
20,20,180,13.3,10.59,278.47,6.57
20,20,200,9.9,8.73,280.6,6.24
20,20,220,11.97,12.58,280.8,8.15
20,20,240,13.9,9.37,279.33,7.96
20,20,260,16.97,20.92,285.0,13.04
20,20,280,20.13,15.81,285.93,25.79
20,20,300,12.47,13.44,286.53,13.17
20,20,320,13.1,12.02,280.47,6.57
20,20,340,10.53,10.13,282.93,7.22
20,20,360,16.7,16.9,288.0,21.25
20,20,380,12.83,15.22,280.4,7.55
20,20,400,13.6,16.61,286.0,8.61
20,40,0,34.2,21.57,296.47,21.1
20,40,20,34.67,19.39,301.67,14.01
20,40,40,46.3,21.0,308.27,25.57
20,40,60,40.13,15.33,304.13,49.91
20,40,80,32.73,10.62,289.87,10.34
20,40,100,31.73,17.53,287.67,8.72
20,40,120,26.17,21.48,291.4,25.82
20,40,140,25.13,19.24,284.13,5.03
20,40,160,25.87,17.63,288.67,11.9
20,40,180,20.13,16.04,285.93,7.68
20,40,200,24.5,18.02,292.93,22.84
20,40,220,15.37,14.37,285.0,9.92
20,40,240,23.93,16.09,285.53,8.09
20,40,260,18.87,16.68,282.4,9.24
20,40,280,25.43,16.6,287.53,12.68
20,40,300,20.33,15.44,287.47,7.23
20,40,320,15.67,13.74,282.8,8.0
20,40,340,25.7,20.32,282.0,6.44
20,40,360,12.93,16.53,283.53,11.05
20,40,380,15.2,15.78,282.87,7.12
20,40,400,14.57,16.05,286.0,8.53
20,60,0,37.83,24.32,327.27,97.94
20,60,20,50.33,21.39,302.2,13.8
20,60,40,59.73,19.68,306.53,12.09
20,60,60,57.47,18.53,299.4,12.7
20,60,80,53.17,16.36,297.73,27.27
20,60,100,51.97,16.31,293.33,7.22
20,60,120,37.2,14.24,296.93,23.36
20,60,140,45.5,17.4,295.13,24.42
20,60,160,35.77,15.45,290.8,12.94
20,60,180,29.47,16.98,286.47,11.7
20,60,200,29.47,19.88,287.27,5.81
20,60,220,23.17,19.37,290.47,10.81
20,60,240,20.93,13.79,287.33,6.18
20,60,260,26.07,17.5,290.2,9.14
20,60,280,27.6,20.98,291.13,19.15
20,60,300,21.47,18.06,285.53,8.31
20,60,320,17.27,15.57,286.8,8.64
20,60,340,20.93,15.34,289.27,8.59
20,60,360,16.5,11.2,286.6,6.46
20,60,380,15.47,10.83,290.6,9.57
20,60,400,26.87,18.97,292.13,17.84
20,80,0,56.1,20.13,315.8,17.77
20,80,20,66.27,14.04,318.6,30.73
20,80,40,72.93,12.22,321.53,32.19
20,80,60,70.57,15.85,308.73,11.82
20,80,80,61.37,18.78,298.87,11.19
20,80,100,63.07,14.14,292.47,10.22
20,80,120,58.67,15.97,290.67,7.84
20,80,140,54.47,15.7,293.2,12.69
20,80,160,41.8,14.65,288.6,5.19
20,80,180,42.9,21.81,293.13,9.27
20,80,200,34.5,17.06,292.67,6.22
20,80,220,41.27,14.67,288.07,11.6
20,80,240,23.93,13.69,292.33,11.4
20,80,260,32.87,13.26,297.73,11.1
20,80,280,31.27,13.92,297.47,10.08
20,80,300,26.77,16.7,291.47,10.7
20,80,320,31.9,18.29,296.07,20.59
20,80,340,21.8,15.32,291.07,9.22
20,80,360,19.53,17.67,293.53,8.26
20,80,380,20.57,15.0,294.87,9.84
20,80,400,17.13,11.53,294.13,10.62
20,100,0,49.8,17.49,319.07,13.76
20,100,20,73.1,13.83,331.6,22.1
20,100,40,68.2,17.33,325.4,37.44
20,100,60,75.27,12.05,310.6,17.41
20,100,80,69.43,19.19,308.2,19.62
20,100,100,82.5,7.9,302.47,12.32
20,100,120,67.6,15.73,302.8,24.0
20,100,140,58.9,10.86,296.33,8.23
20,100,160,45.03,14.23,296.93,9.92
20,100,180,47.23,14.83,296.6,10.75
20,100,200,48.9,18.48,298.93,11.63
20,100,220,43.5,18.74,300.33,12.08
20,100,240,38.67,12.27,297.6,8.56
20,100,260,33.37,14.52,297.8,7.34
20,100,280,38.57,16.9,304.27,20.83
20,100,300,26.47,16.54,289.87,11.69
20,100,320,34.77,18.75,297.4,7.51
20,100,340,24.6,14.99,302.87,19.48
20,100,360,29.2,14.69,301.33,23.54
20,100,380,27.73,17.44,300.4,17.79
20,100,400,21.63,13.7,297.33,11.04
20,120,0,42.7,17.39,333.53,43.88
20,120,20,66.47,17.17,337.93,42.92
20,120,40,74.53,18.26,335.6,25.34
20,120,60,73.23,15.11,315.33,15.38
20,120,80,78.9,19.78,317.27,21.8
20,120,100,75.83,12.36,312.4,8.45
20,120,120,75.33,9.97,302.07,10.22
20,120,140,66.83,18.18,301.2,14.59
20,120,160,66.13,15.22,302.27,12.2
20,120,180,58.4,17.79,300.53,11.91
20,120,200,55.17,18.36,300.2,9.17
20,120,220,45.07,24.42,297.53,7.01
20,120,240,42.37,14.0,300.07,12.16
20,120,260,38.9,16.09,297.93,14.09
20,120,280,41.6,14.83,302.87,8.6
20,120,300,31.73,17.52,305.07,13.33
20,120,320,36.17,20.94,299.13,9.57
20,120,340,23.53,13.73,298.93,9.82
20,120,360,32.37,15.75,298.6,8.87
20,120,380,42.47,20.78,301.07,12.74
20,120,400,23.3,18.55,298.67,11.2
20,140,0,35.47,20.12,326.73,12.14
20,140,20,74.5,20.47,334.33,27.18
20,140,40,79.97,11.2,329.0,33.76
20,140,60,88.37,12.39,329.6,28.97
20,140,80,81.2,12.4,320.67,16.76
20,140,100,73.5,18.26,310.33,12.73
20,140,120,77.63,13.14,313.73,14.97
20,140,140,72.4,13.37,308.13,9.16
20,140,160,62.93,17.02,307.13,14.37
20,140,180,62.13,12.75,304.87,14.65
20,140,200,56.83,16.17,304.73,11.66
20,140,220,54.13,15.03,299.53,10.72
20,140,240,52.0,18.57,306.0,10.4
20,140,260,36.23,18.02,299.07,6.6
20,140,280,40.97,18.74,298.07,12.27
20,140,300,34.03,19.81,303.8,18.84
20,140,320,39.0,15.85,301.53,9.42
20,140,340,31.53,17.09,307.67,13.56
20,140,360,42.2,15.64,308.0,16.48
20,140,380,38.0,15.99,304.53,12.35
20,140,400,31.03,15.09,302.8,13.77
20,160,0,41.67,21.09,322.53,16.74
20,160,20,74.07,13.87,363.13,47.05
20,160,40,83.2,13.54,346.07,31.54
20,160,60,90.8,6.34,333.93,20.45
20,160,80,81.87,11.82,330.13,24.49
20,160,100,86.17,9.51,324.07,23.08
20,160,120,82.67,16.79,317.07,16.99
20,160,140,79.1,12.54,307.87,10.89
20,160,160,71.23,16.25,308.93,12.74
20,160,180,67.83,18.12,308.67,8.29
20,160,200,62.97,19.31,309.0,9.3
20,160,220,63.07,13.58,314.87,15.23
20,160,240,56.87,19.06,313.87,18.58
20,160,260,49.47,20.01,306.0,12.5
20,160,280,45.27,19.4,308.27,13.72
20,160,300,48.43,15.07,316.8,19.46
20,160,320,49.8,10.93,305.27,16.77
20,160,340,31.77,13.09,303.93,11.83
20,160,360,33.17,14.95,306.4,14.35
20,160,380,32.77,15.37,309.6,16.03
20,160,400,28.07,15.75,303.4,15.62
20,180,0,52.3,19.55,336.47,20.8
20,180,20,68.5,15.48,344.93,28.62
20,180,40,83.07,12.85,354.13,51.11
20,180,60,88.6,10.09,372.67,62.99
20,180,80,94.57,6.16,360.47,51.64
20,180,100,86.77,14.49,355.8,45.47
20,180,120,79.03,10.78,334.33,40.42
20,180,140,78.7,15.49,321.53,17.32
20,180,160,81.73,16.38,325.33,15.43
20,180,180,78.2,13.83,323.53,22.93
20,180,200,71.87,16.91,319.6,22.72
20,180,220,64.77,16.53,319.67,19.46
20,180,240,51.57,16.13,309.07,13.7
20,180,260,60.27,17.77,315.73,17.83
20,180,280,47.67,19.39,309.87,10.72
20,180,300,47.97,25.28,314.73,10.36
20,180,320,42.4,17.36,320.2,20.75
20,180,340,38.43,12.26,308.2,11.61
20,180,360,29.2,15.58,316.93,19.67
20,180,380,31.5,15.57,305.07,10.81
20,180,400,35.23,21.37,317.33,21.04
20,200,0,42.47,23.1,348.27,53.49
20,200,20,62.1,16.78,360.53,48.47
20,200,40,78.1,19.53,342.2,33.98
20,200,60,91.67,9.3,379.0,63.69
20,200,80,87.37,10.38,357.53,47.7
20,200,100,90.73,8.82,347.2,39.54
20,200,120,89.63,11.72,351.33,47.41
20,200,140,89.9,8.47,338.33,33.53
20,200,160,80.4,16.6,330.47,20.24
20,200,180,77.47,12.22,326.8,15.73
20,200,200,73.2,16.05,321.13,19.69
20,200,220,70.57,16.57,330.8,20.52
20,200,240,67.87,20.08,318.47,20.96
20,200,260,60.73,15.24,320.0,15.85
20,200,280,59.77,22.58,322.73,10.98
20,200,300,53.5,18.52,319.13,18.24
20,200,320,49.03,15.83,328.2,19.0
20,200,340,47.97,12.8,317.4,20.58
20,200,360,52.43,19.99,317.07,16.14
20,200,380,46.3,20.74,319.13,17.51
20,200,400,36.87,19.61,323.07,24.18
20,220,0,49.0,14.58,358.0,50.08
20,220,20,68.3,24.29,401.93,153.66
20,220,40,76.07,14.86,381.8,92.7
20,220,60,89.73,9.64,362.27,38.37
20,220,80,92.87,9.64,359.73,42.45
20,220,100,94.27,8.36,366.07,52.8
20,220,120,90.87,14.24,359.53,41.5
20,220,140,93.47,7.31,353.87,30.46
20,220,160,89.0,11.97,344.93,43.03
20,220,180,88.63,8.0,351.73,31.74
20,220,200,79.0,11.54,339.6,22.7
20,220,220,77.87,12.69,337.33,25.41
20,220,240,75.03,15.75,337.27,23.09
20,220,260,59.43,18.56,331.2,23.91
20,220,280,55.5,22.72,324.67,18.7
20,220,300,57.4,11.88,336.73,29.81
20,220,320,51.9,12.92,335.47,32.78
20,220,340,44.53,22.54,331.4,30.62
20,220,360,43.17,12.81,319.87,16.97
20,220,380,44.53,20.6,321.13,17.67
20,220,400,43.7,22.65,321.47,20.99
20,240,0,47.73,18.46,360.8,50.18
20,240,20,62.9,19.03,400.0,67.67
20,240,40,80.0,11.33,410.47,91.29
20,240,60,87.23,13.93,363.27,30.83
20,240,80,96.93,4.46,410.6,75.16
20,240,100,94.2,8.07,380.6,49.63
20,240,120,92.2,9.25,348.27,21.39
20,240,140,94.07,7.91,361.87,32.56
20,240,160,93.2,8.77,395.53,64.96
20,240,180,86.03,11.66,365.87,63.23
20,240,200,87.6,17.27,349.53,25.71
20,240,220,74.03,14.34,335.07,32.05
20,240,240,74.87,18.77,343.4,30.71
20,240,260,69.73,16.93,325.73,20.01
20,240,280,62.83,13.51,335.0,19.77
20,240,300,48.37,14.95,333.2,25.32
20,240,320,50.2,20.4,332.2,20.03
20,240,340,56.7,18.94,346.73,39.44
20,240,360,46.8,20.9,326.0,13.63
20,240,380,47.97,17.88,325.47,27.64
20,240,400,47.2,22.91,330.33,22.65
20,260,0,43.27,18.39,358.47,34.4
20,260,20,72.13,16.74,404.6,83.89
20,260,40,88.07,11.65,376.8,66.9
20,260,60,89.97,10.89,398.6,62.51
20,260,80,97.53,3.25,380.33,51.49
20,260,100,97.23,6.68,362.67,29.25
20,260,120,98.23,3.59,396.07,67.78
20,260,140,95.0,7.35,387.87,77.63
20,260,160,92.9,7.67,376.4,54.06
20,260,180,88.1,14.21,369.87,51.69
20,260,200,84.67,13.51,380.73,69.47
20,260,220,84.3,12.23,342.67,25.67
20,260,240,75.43,20.56,359.0,42.32
20,260,260,76.1,17.02,369.0,40.64
20,260,280,59.73,20.87,349.07,45.3
20,260,300,69.6,22.19,347.93,40.9
20,260,320,57.63,16.21,364.73,27.27
20,260,340,54.23,17.61,340.53,23.57
20,260,360,56.93,17.23,351.8,59.06
20,260,380,51.87,21.06,342.13,28.51
20,260,400,41.03,18.46,348.73,54.41
20,280,0,49.0,16.64,349.53,24.41
20,280,20,59.33,18.86,389.53,73.94
20,280,40,81.53,14.0,400.13,49.18
20,280,60,85.57,13.45,417.07,56.8
20,280,80,93.53,8.07,422.07,79.74
20,280,100,97.17,8.61,413.0,70.35
20,280,120,94.7,10.83,416.87,92.01
20,280,140,96.8,11.57,375.27,51.61
20,280,160,98.03,3.11,386.33,76.67
20,280,180,92.73,9.26,361.93,27.86
20,280,200,94.0,7.87,408.87,55.07
20,280,220,88.27,15.33,388.27,47.55
20,280,240,89.0,5.06,379.6,53.69
20,280,260,80.0,15.03,344.4,32.6
20,280,280,75.27,20.77,364.73,30.3
20,280,300,72.73,14.77,354.13,28.25
20,280,320,68.63,16.72,353.67,35.22
20,280,340,50.93,19.63,355.73,46.51
20,280,360,64.03,15.11,372.73,39.17
20,280,380,50.07,14.24,337.33,19.84
20,280,400,52.77,15.98,362.33,43.8
20,300,0,38.93,19.53,369.33,36.28
20,300,20,64.1,18.54,432.2,113.4
20,300,40,83.67,13.48,403.4,77.57
20,300,60,79.67,17.95,429.8,86.1
20,300,80,97.13,4.41,415.0,77.24
20,300,100,96.73,5.43,414.2,60.32
20,300,120,96.67,5.62,401.33,56.74
20,300,140,98.2,6.19,430.4,62.02
20,300,160,97.37,7.76,408.0,68.89
20,300,180,96.07,6.29,407.53,78.7
20,300,200,97.63,5.04,421.0,63.75
20,300,220,91.57,14.13,404.8,81.85
20,300,240,86.3,13.44,416.4,81.94
20,300,260,85.2,11.92,383.6,58.82
20,300,280,74.83,16.22,380.87,55.03
20,300,300,75.97,10.49,388.47,68.89
20,300,320,62.33,15.28,367.8,40.46
20,300,340,62.03,14.05,366.13,56.46
20,300,360,55.53,19.89,361.8,51.45
20,300,380,57.87,15.15,362.13,43.0
20,300,400,60.67,16.6,346.0,40.34
20,320,0,39.73,16.84,362.33,44.63
20,320,20,69.43,15.56,436.53,108.15
20,320,40,74.57,20.04,437.93,62.52
20,320,60,86.07,12.74,440.73,103.87
20,320,80,92.17,7.68,480.13,140.97
20,320,100,94.57,7.3,416.0,66.25
20,320,120,97.77,7.05,447.07,58.37
20,320,140,99.33,2.45,424.47,77.03
20,320,160,98.73,2.62,397.47,44.95
20,320,180,97.27,5.38,419.27,61.52
20,320,200,94.53,9.7,389.6,32.25
20,320,220,90.93,9.87,412.4,69.07
20,320,240,87.9,14.44,409.73,77.79
20,320,260,82.6,15.15,407.27,80.69
20,320,280,83.93,16.17,430.33,70.94
20,320,300,80.8,11.81,403.87,62.92
20,320,320,76.17,14.11,380.67,54.43
20,320,340,66.8,15.42,392.0,51.71
20,320,360,69.27,18.85,380.27,40.1
20,320,380,63.13,21.48,403.0,76.92
20,320,400,59.57,21.3,389.73,62.31
20,340,0,40.93,19.63,365.27,34.44
20,340,20,67.0,20.13,429.13,84.37
20,340,40,81.03,15.35,402.4,53.8
20,340,60,86.07,14.81,432.0,75.03
20,340,80,87.67,12.93,426.8,50.04
20,340,100,93.67,9.78,410.13,67.96
20,340,120,98.5,2.99,421.53,50.65
20,340,140,98.87,2.02,379.2,34.98
20,340,160,100.0,0.0,441.93,83.63
20,340,180,99.03,1.22,412.6,74.63
20,340,200,97.1,7.17,440.6,75.76
20,340,220,98.17,2.52,397.27,50.9
20,340,240,94.37,6.38,402.4,72.21
20,340,260,93.0,9.33,416.47,50.64
20,340,280,85.87,12.09,422.4,77.24
20,340,300,82.9,16.09,427.0,66.62
20,340,320,73.8,19.15,388.4,60.56
20,340,340,78.63,12.07,387.07,35.32
20,340,360,72.27,20.81,405.4,72.56
20,340,380,58.9,7.36,386.53,57.07
20,340,400,60.7,15.35,377.8,46.81
20,360,0,36.93,19.89,378.2,54.56
20,360,20,64.17,20.34,446.93,109.87
20,360,40,78.83,15.59,447.33,79.78
20,360,60,88.4,12.86,422.13,52.32
20,360,80,90.47,12.96,473.4,116.96
20,360,100,94.77,6.59,491.4,143.49
20,360,120,94.03,10.1,417.53,59.24
20,360,140,98.93,2.91,431.4,71.46
20,360,160,99.67,0.88,444.87,77.0
20,360,180,100.0,0.0,438.4,64.63
20,360,200,94.83,10.93,450.67,83.33
20,360,220,99.67,0.65,441.6,84.83
20,360,240,98.07,3.39,438.2,50.33
20,360,260,95.23,8.73,431.07,93.93
20,360,280,96.07,8.13,445.2,86.73
20,360,300,86.2,12.06,421.0,67.18
20,360,320,86.3,13.32,427.93,80.83
20,360,340,75.4,20.17,428.2,85.5
20,360,360,69.3,17.66,364.13,45.51
20,360,380,72.8,17.75,414.33,61.24
20,360,400,69.97,16.16,419.8,57.74
20,380,0,29.03,17.34,364.0,57.08
20,380,20,65.2,19.56,443.13,110.16
20,380,40,77.7,20.06,438.4,78.35
20,380,60,83.53,18.58,478.6,121.12
20,380,80,91.13,13.36,488.47,112.26
20,380,100,93.2,7.74,445.53,69.79
20,380,120,94.9,8.02,459.53,79.05
20,380,140,99.83,0.36,444.33,89.82
20,380,160,99.1,1.62,450.8,114.65
20,380,180,97.83,6.81,450.8,68.79
20,380,200,96.63,4.89,437.93,83.36
20,380,220,99.3,2.03,467.8,89.42
20,380,240,98.5,3.96,467.27,68.57
20,380,260,98.73,3.15,445.07,74.21
20,380,280,92.73,12.15,453.93,69.01
20,380,300,90.47,9.84,436.13,61.63
20,380,320,89.8,10.89,465.53,75.63
20,380,340,83.83,13.12,437.27,80.59
20,380,360,76.4,12.97,410.0,55.05
20,380,380,77.73,10.95,427.73,85.34
20,380,400,74.23,11.55,420.87,85.2
20,400,0,32.87,19.3,399.07,83.44
20,400,20,58.13,15.38,473.47,117.28
20,400,40,70.93,22.89,460.47,75.25
20,400,60,85.33,18.79,467.6,86.13
20,400,80,89.93,11.96,516.13,140.97
20,400,100,95.73,7.01,474.13,75.58
20,400,120,96.6,7.62,488.87,120.42
20,400,140,96.47,5.11,505.53,95.14
20,400,160,99.17,2.21,469.33,114.61
20,400,180,99.7,0.65,458.07,67.41
20,400,200,97.53,7.03,451.47,86.6
20,400,220,98.67,2.48,505.73,130.12
20,400,240,95.97,7.7,439.27,95.7
20,400,260,93.07,17.8,477.67,95.06
20,400,280,90.4,16.43,471.07,99.19
20,400,300,88.17,10.73,432.4,67.49
20,400,320,95.17,6.45,462.33,75.7
20,400,340,83.13,18.04,443.53,82.32
20,400,360,76.53,23.17,459.87,96.5
20,400,380,74.23,17.32,430.07,82.31
20,400,400,80.03,16.06,443.2,78.73
25,0,0,4.37,9.38,266.6,3.56
25,0,20,6.53,15.53,271.73,8.08
25,0,40,21.97,24.51,264.0,4.54
25,0,60,18.9,14.24,259.87,3.02
25,0,80,15.53,13.84,261.47,5.93
25,0,100,20.07,12.51,262.33,7.56
25,0,120,17.93,16.18,264.53,6.82
25,0,140,23.27,18.18,261.0,3.74
25,0,160,19.7,16.65,262.33,5.21
25,0,180,18.03,15.09,265.07,5.81
25,0,200,14.67,16.16,262.8,4.9
25,0,220,18.8,18.53,265.2,8.18
25,0,240,19.73,19.1,263.13,4.22
25,0,260,14.67,18.05,261.73,4.32
25,0,280,9.17,13.68,267.07,5.68
25,0,300,10.6,14.21,265.73,7.16
25,0,320,13.83,16.49,265.13,6.55
25,0,340,13.13,18.7,265.8,7.23
25,0,360,12.33,19.09,267.33,6.18
25,0,380,18.8,19.64,267.87,6.29
25,0,400,13.93,17.54,267.93,4.53
25,20,0,5.5,12.61,269.2,2.96
25,20,20,23.4,18.76,271.87,7.02
25,20,40,21.5,13.73,272.0,10.66
25,20,60,26.77,15.64,270.73,6.32
25,20,80,27.03,16.64,266.87,8.93
25,20,100,29.27,16.68,269.27,5.2
25,20,120,23.87,17.16,265.27,8.04
25,20,140,25.37,17.14,266.4,4.42
25,20,160,23.67,19.55,266.2,9.89
25,20,180,27.3,19.81,267.73,9.04
25,20,200,17.33,14.28,270.73,10.19
25,20,220,10.13,11.44,264.2,6.27
25,20,240,19.63,17.91,266.53,7.88
25,20,260,17.4,15.4,269.6,8.69
25,20,280,11.57,9.45,270.6,7.7
25,20,300,18.13,13.87,271.53,10.28
25,20,320,11.23,8.29,268.87,8.24
25,20,340,13.5,14.29,270.33,7.73
25,20,360,5.7,5.67,272.6,9.33
25,20,380,21.2,19.64,269.13,7.23
25,20,400,22.17,20.51,271.13,8.48
25,40,0,29.57,25.45,276.93,14.35
25,40,20,50.07,22.88,287.53,18.59
25,40,40,58.77,18.68,279.67,10.77
25,40,60,48.2,17.44,278.73,11.49
25,40,80,35.67,16.91,272.67,8.35
25,40,100,31.37,18.62,272.8,9.33
25,40,120,26.93,16.57,271.33,9.57
25,40,140,32.9,16.33,276.13,11.53
25,40,160,24.57,15.56,273.27,8.34
25,40,180,23.43,15.59,273.87,7.94
25,40,200,24.13,17.0,273.53,10.88
25,40,220,20.37,12.69,276.53,7.63
25,40,240,21.2,14.45,270.93,7.13
25,40,260,18.73,12.51,272.93,8.43
25,40,280,12.8,13.5,276.73,9.41
25,40,300,14.83,12.35,273.47,8.18
25,40,320,16.27,12.33,273.73,11.11
25,40,340,17.4,18.76,269.2,7.22
25,40,360,15.63,13.97,277.4,10.06
25,40,380,13.3,16.51,275.47,8.51
25,40,400,21.27,18.43,274.0,10.2
25,60,0,51.53,14.56,285.67,11.77
25,60,20,70.6,13.58,288.6,15.11
25,60,40,67.87,20.74,292.47,15.51
25,60,60,59.63,14.49,280.27,9.72
25,60,80,58.07,16.94,279.0,7.92
25,60,100,46.47,18.09,278.47,7.72
25,60,120,42.1,20.59,278.8,7.73
25,60,140,41.1,19.05,276.8,10.81
25,60,160,33.97,19.29,275.6,7.09
25,60,180,36.63,14.92,272.47,8.05
25,60,200,40.87,19.82,277.53,6.99
25,60,220,21.03,16.96,277.73,9.5
25,60,240,22.37,10.98,275.73,7.23
25,60,260,25.67,12.11,278.07,6.86
25,60,280,23.67,16.49,278.27,9.76
25,60,300,16.13,11.78,272.67,5.65
25,60,320,27.47,15.8,276.2,9.01
25,60,340,28.37,24.24,272.0,6.77
25,60,360,26.0,20.7,276.13,8.16
25,60,380,14.93,14.18,278.53,8.88
25,60,400,24.73,11.6,282.8,16.74
25,80,0,58.0,15.06,292.47,12.08
25,80,20,72.53,18.28,296.07,16.49
25,80,40,74.47,12.97,288.2,14.08
25,80,60,80.97,11.85,291.47,11.88
25,80,80,60.97,17.67,282.67,12.6
25,80,100,68.97,18.86,280.73,9.79
25,80,120,56.47,18.0,282.93,22.11
25,80,140,49.07,18.29,280.07,13.56
25,80,160,40.4,13.2,279.67,9.29
25,80,180,44.03,18.32,280.33,9.94
25,80,200,45.53,16.01,275.93,7.54
25,80,220,31.33,14.42,282.0,10.11
25,80,240,32.27,14.79,280.93,24.43
25,80,260,32.3,15.33,279.53,11.38
25,80,280,34.57,14.84,283.8,12.53
25,80,300,28.1,19.82,276.0,7.11
25,80,320,27.67,18.92,280.53,8.76
25,80,340,25.13,12.94,282.93,7.13
25,80,360,25.3,23.45,281.0,10.95
25,80,380,23.83,16.17,278.8,8.49
25,80,400,17.67,12.47,279.0,11.8
25,100,0,55.83,19.85,298.13,17.48
25,100,20,72.5,15.33,301.6,14.1
25,100,40,83.33,11.7,292.87,14.33
25,100,60,83.73,11.19,293.27,16.51
25,100,80,77.57,13.67,285.4,11.0
25,100,100,75.07,14.47,280.53,8.92
25,100,120,59.17,19.82,282.33,10.33
25,100,140,60.07,16.21,283.4,7.13
25,100,160,50.97,16.44,283.27,13.87
25,100,180,50.17,14.43,281.07,7.9
25,100,200,44.2,16.31,285.2,8.63
25,100,220,44.83,12.58,279.2,5.09
25,100,240,33.07,20.1,283.47,8.96
25,100,260,32.93,17.53,279.6,6.06
25,100,280,33.3,16.12,283.93,7.96
25,100,300,33.1,15.64,277.93,9.66
25,100,320,29.17,19.39,279.8,11.85
25,100,340,26.83,16.34,284.33,9.1
25,100,360,31.53,17.86,288.0,8.67
25,100,380,27.7,12.91,280.6,7.7
25,100,400,27.63,17.31,283.33,15.14
25,120,0,47.47,26.11,311.0,26.24
25,120,20,77.9,18.45,319.93,55.87
25,120,40,88.33,12.4,309.0,15.26
25,120,60,84.6,11.1,299.73,15.19
25,120,80,82.7,13.51,292.67,14.94
25,120,100,75.2,15.77,283.27,7.43
